date,open,high,low,close,CJL,PE,PB,MC
2019-03-15,84.8,85.5,82.28,83.46,"10,296,625",70.777,13.434,"4,486,809.60"
2019-03-18,82.98,89.47,81.3,88.8,"11,719,806",75.306,14.294,"4,773,888.00"
2019-03-19,88.78,89.5,85.89,86.3,"9,209,488",73.186,13.891,"4,639,488.00"
2019-03-20,85.59,89.6,84.7,88.48,"10,969,077",75.034,14.242,"4,756,684.80"
2019-03-21,88.4,97.33,87.01,97.0,"15,148,764",82.26,15.613,"5,214,720.00"
2019-03-22,99.0,100.07,93.33,96.03,"16,614,847",81.437,15.457,"5,162,572.80"
2019-03-25,92.88,98.48,91.99,93.21,"11,675,550",79.046,15.003,"5,010,969.60"
2019-03-26,94.8,97.8,92.89,96.41,"11,299,401",81.759,15.518,"5,183,001.60"
2019-03-27,97.0,98.75,90.01,94.91,"11,597,001",80.487,15.277,"5,102,361.60"
2019-03-28,93.15,96.69,90.9,91.25,"8,456,622",77.383,14.688,"4,905,600.00"
2019-03-29,91.0,99.85,89.3,99.85,"18,969,984",84.677,17.418,"5,367,936.00"
2019-04-01,104.57,109.84,104.0,109.84,"8,352,963",93.148,19.161,"5,904,998.40"
2019-04-02,113.0,120.82,110.0,111.81,"20,042,068",94.819,19.504,"6,010,905.60"
2019-04-03,112.74,122.99,112.74,122.99,"19,334,783",104.3,21.455,"6,611,942.40"
2019-04-04,125.0,126.19,116.0,119.08,"14,831,201",100.984,20.772,"6,401,740.80"
2019-04-08,121.8,130.99,119.8,130.99,"15,658,066",111.084,22.85,"7,042,022.40"
2019-04-09,126.0,134.56,125.0,127.8,"16,255,840",108.379,22.294,"6,870,528.00"
2019-04-10,116.0,119.49,115.02,115.02,"18,071,490",97.541,20.064,"6,183,475.20"
2019-04-11,114.0,114.37,107.0,110.66,"18,101,639",93.844,19.304,"5,949,081.60"
2019-04-12,111.7,114.37,108.88,111.31,"10,633,046",94.395,19.417,"5,984,025.60"
2019-04-15,114.8,114.99,101.31,103.9,"16,946,764",88.111,18.124,"5,585,664.00"
2019-04-16,103.54,109.49,102.8,108.28,"13,175,242",91.826,18.888,"5,821,132.80"
2019-04-17,107.2,109.33,104.65,106.42,"8,512,709",90.248,18.564,"5,721,139.20"
2019-04-18,106.0,108.75,103.0,105.0,"8,989,961",89.044,18.316,"5,644,800.00"
2019-04-19,105.0,110.65,105.0,106.51,"10,776,537",90.324,18.58,"5,725,977.60"
2019-04-22,107.92,108.0,100.53,102.06,"11,579,397",86.551,17.803,"5,486,745.60"
2019-04-23,100.61,105.92,98.8,102.44,"12,332,886",86.873,17.87,"5,507,174.40"
2019-04-24,101.55,104.9,99.96,103.98,"9,799,637",88.179,18.138,"5,589,964.80"
2019-04-25,103.1,106.48,101.27,101.43,"10,193,772",86.016,17.694,"5,452,876.80"
2019-04-26,95.7,99.0,92.3,94.25,"16,276,831",76.889,15.966,"5,066,880.00"
2019-04-29,94.99,99.15,92.55,94.9,"13,435,780",77.42,16.076,"5,101,824.00"
2019-04-30,95.69,97.2,87.91,91.05,"14,734,234",74.279,15.424,"4,894,848.00"
2019-05-06,81.95,84.7,81.95,81.95,"9,935,258",66.855,13.882,"4,405,632.00"
2019-05-07,81.5,81.95,74.1,78.15,"20,729,777",63.755,13.238,"4,201,344.00"
2019-05-08,75.32,82.15,75.09,79.98,"16,122,929",65.248,13.548,"4,299,724.80"
2019-05-09,79.37,81.85,78.28,78.62,"11,329,588",64.138,13.318,"4,226,611.20"
2019-05-10,81.75,86.48,80.66,86.48,"20,724,370",70.551,14.65,"4,649,164.80"
2019-05-13,86.48,87.78,83.93,84.1,"14,222,386",68.609,14.246,"4,521,216.00"
2019-05-14,83.8,87.94,83.8,85.13,"16,190,637",69.449,14.421,"4,576,588.80"
2019-05-15,87.13,87.3,84.02,86.34,"13,377,848",70.436,14.626,"4,641,638.40"
2019-05-16,86.5,86.5,83.76,84.52,"10,887,389",68.952,14.318,"4,543,795.20"
2019-05-17,85.16,85.45,78.71,79.64,"14,080,597",64.97,13.491,"4,281,446.40"
2019-05-20,79.5,84.99,77.94,82.84,"14,722,686",67.581,14.033,"4,453,478.40"
2019-05-21,82.83,86.92,82.13,85.04,"13,987,028",69.376,14.406,"4,571,750.40"
2019-05-22,84.45,85.72,82.5,83.69,"9,354,651",68.274,14.177,"4,499,174.40"
2019-05-23,83.95,84.92,81.5,81.9,"10,705,787",66.814,13.874,"4,402,944.00"
2019-05-24,82.2,84.2,81.88,82.78,"8,147,269",67.532,14.023,"4,450,252.80"
2019-05-27,82.88,91.0,82.32,89.88,"18,053,619",73.324,15.226,"4,831,948.80"
2019-05-28,89.7,89.9,87.16,89.9,"14,332,026",73.341,15.229,"4,833,024.00"
2019-05-29,88.53,90.3,87.8,88.46,"9,163,748",72.166,14.985,"4,755,609.60"
2019-05-30,87.15,87.9,84.3,85.69,"9,701,607",69.906,14.516,"4,606,694.40"
2019-05-31,86.43,86.79,84.46,84.49,"7,877,559",68.927,14.312,"4,542,182.40"
2019-06-03,85.71,87.41,84.99,85.17,"8,984,991",69.482,14.428,"4,578,739.20"
2019-06-04,84.23,86.44,83.8,85.5,"7,781,261",69.751,14.484,"4,596,480.00"
2019-06-05,87.58,88.5,86.02,86.19,"9,644,512",70.314,14.6,"4,633,574.40"
2019-06-06,85.53,87.5,84.55,85.78,"8,432,660",69.979,14.531,"4,611,532.80"
2019-06-10,85.5,86.43,77.77,80.08,"12,588,330",65.329,13.565,"4,305,100.80"
2019-06-11,79.98,88.09,79.6,88.09,"15,001,259",71.864,14.922,"4,735,718.40"
2019-06-12,88.1,88.89,86.5,86.85,"12,018,505",70.852,14.712,"4,669,056.00"
2019-06-13,86.5,87.87,85.7,86.59,"9,170,416",70.64,14.668,"4,655,078.40"
2019-06-14,86.38,87.58,83.3,83.43,"8,486,188",68.062,14.133,"4,485,196.80"
2019-06-17,84.01,84.35,81.94,82.83,"6,293,651",67.573,14.031,"4,452,940.80"
2019-06-18,83.02,86.1,82.2,84.92,"8,181,226",69.278,14.385,"4,565,299.20"
2019-06-19,92.5,92.78,87.48,87.56,"17,517,796",71.432,14.833,"4,707,225.60"
2019-06-20,87.74,96.31,87.55,93.96,"18,534,113",76.653,15.917,"5,051,289.60"
2019-06-21,97.0,103.36,97.0,103.36,"20,200,296",84.321,17.509,"5,556,633.60"
2019-06-24,106.2,107.9,100.1,102.24,"16,333,496",83.408,17.319,"5,496,422.40"
2019-06-25,101.5,103.5,98.45,102.95,"13,783,394",83.987,17.44,"5,534,592.00"
2019-06-26,98.0,100.39,95.07,95.67,"13,279,162",78.048,16.206,"5,143,219.20"
2019-06-27,97.43,102.04,97.01,98.8,"11,980,429",80.601,16.737,"5,311,488.00"
2019-06-28,98.6,99.77,96.6,98.36,"7,527,273",80.242,16.662,"5,287,833.60"
2019-07-01,103.5,105.46,101.06,102.36,"14,489,050",83.505,17.34,"5,502,873.60"
2019-07-02,102.36,102.85,98.84,99.9,"9,056,279",81.499,16.923,"5,370,624.00"
2019-07-03,99.0,99.0,95.9,96.66,"9,453,459",78.855,16.374,"5,196,441.60"
2019-07-04,98.0,98.61,94.07,95.18,"9,784,592",77.648,16.123,"5,116,876.80"
2019-07-05,95.31,96.3,93.81,95.6,"6,897,104",77.991,16.194,"5,139,456.00"
2019-07-08,94.5,95.49,90.21,91.97,"9,343,889",75.029,15.58,"4,944,307.20"
2019-07-09,91.7,93.26,89.11,92.2,"8,570,872",75.217,15.619,"4,956,672.00"
2019-07-10,92.5,92.8,89.37,89.78,"6,793,638",73.243,15.209,"4,826,572.80"
2019-07-11,91.89,92.38,89.61,90.1,"7,984,085",73.504,15.263,"4,843,776.00"
2019-07-12,90.1,92.36,89.6,91.38,"6,917,081",74.548,15.48,"4,912,588.80"
2019-07-15,89.58,97.5,87.07,94.17,"13,022,701",76.824,15.952,"5,062,579.20"
2019-07-16,92.8,94.5,92.51,93.06,"5,418,859",75.918,15.764,"5,002,905.60"
2019-07-17,92.48,95.3,92.48,93.19,"7,742,147",76.025,15.786,"5,009,894.40"
2019-07-18,91.51,92.56,90.5,90.78,"6,231,407",74.058,15.378,"4,880,332.80"
2019-07-19,91.34,94.25,91.34,92.01,"7,530,715",75.062,15.586,"4,946,457.60"
2019-07-22,92.01,92.44,89.5,90.88,"6,543,496",74.14,15.395,"4,885,708.80"
2019-07-23,90.99,92.15,90.52,91.96,"5,212,976",75.021,15.578,"4,943,769.60"
2019-07-24,92.24,95.0,92.18,93.46,"7,711,963",76.245,15.832,"5,024,409.60"
2019-07-25,92.88,94.3,92.29,94.0,"6,499,750",76.685,15.923,"5,053,440.00"
2019-07-26,93.3,93.52,91.5,91.95,"4,895,520",75.013,15.576,"4,943,232.00"
2019-07-29,91.96,92.3,90.3,91.1,"4,536,922",74.32,15.432,"4,897,536.00"
2019-07-30,91.33,94.35,91.33,92.38,"8,092,597",75.364,15.649,"4,966,348.80"
2019-07-31,91.2,92.1,90.99,91.49,"4,121,909",74.638,15.498,"4,918,502.40"
2019-08-01,90.96,92.0,90.0,90.32,"5,368,590",73.683,15.3,"4,855,603.20"
2019-08-02,86.7,88.17,86.0,87.17,"8,112,469",71.113,14.766,"4,686,259.20"
2019-08-05,86.98,86.98,83.3,83.32,"9,833,085",67.973,14.114,"4,479,283.20"
2019-08-06,79.95,80.99,76.77,80.01,"15,553,438",65.272,13.554,"4,301,337.60"
2019-08-07,80.01,80.45,77.82,77.89,"7,563,852",63.543,13.194,"4,187,366.40"
2019-08-08,79.3,81.37,78.51,79.05,"9,530,347",64.489,13.391,"4,249,728.00"
2019-08-09,80.34,80.4,76.1,77.89,"9,683,963",63.543,13.194,"4,187,366.40"
2019-08-12,78.11,79.8,78.11,79.7,"8,009,212",65.019,13.501,"4,284,672.00"
2019-08-13,78.22,79.09,76.82,76.91,"8,443,524",62.743,13.028,"4,134,681.60"
2019-08-14,78.92,79.3,77.67,77.7,"8,623,976",63.388,13.162,"4,177,152.00"
2019-08-15,74.89,78.8,74.5,78.27,"8,749,601",63.853,13.259,"4,207,795.20"
2019-08-16,78.0,81.36,77.62,79.9,"12,331,815",65.183,13.535,"4,295,424.00"
2019-08-19,82.17,87.89,80.95,87.89,"20,951,755",71.701,14.888,"4,724,966.40"
2019-08-20,89.0,91.99,86.7,87.02,"19,268,687",70.991,14.741,"4,678,195.20"
2019-08-21,86.08,88.7,86.05,87.7,"10,430,526",71.546,14.856,"4,714,752.00"
2019-08-22,87.89,88.55,86.5,88.16,"8,278,469",71.921,14.934,"4,739,481.60"
2019-08-23,89.4,93.49,88.31,88.76,"12,021,181",72.411,15.036,"4,771,737.60"
2019-08-26,85.11,88.2,85.11,87.2,"8,289,608",66.269,14.0,"4,687,872.00"
2019-08-27,88.38,93.3,88.0,91.0,"14,183,205",69.157,14.61,"4,892,160.00"
2019-08-28,90.0,91.6,89.0,90.6,"7,327,718",68.853,14.546,"4,870,656.00"
2019-08-29,89.95,92.11,89.1,90.38,"7,176,214",68.685,14.511,"4,858,828.80"
2019-08-30,92.37,93.8,88.08,89.06,"10,229,035",67.682,14.299,"4,787,865.60"
2019-09-02,89.18,97.97,89.18,97.97,"22,200,317",74.453,15.73,"5,266,867.20"
2019-09-03,99.1,100.51,95.8,100.5,"20,780,492",76.376,16.136,"5,402,880.00"
2019-09-04,99.88,109.0,99.6,106.97,"19,417,803",81.293,17.175,"5,750,707.20"
2019-09-05,113.0,117.67,113.0,117.67,"14,213,482",89.425,18.892,"6,325,939.20"
2019-09-06,124.0,124.99,115.39,123.58,"24,524,634",93.916,19.841,"6,643,660.80"
2019-09-09,124.5,129.76,122.7,127.53,"21,232,981",96.918,20.476,"6,856,012.80"
2019-09-10,125.0,128.44,121.21,123.19,"18,071,997",93.62,19.779,"6,622,694.40"
2019-09-11,124.51,124.51,116.75,118.3,"19,743,895",89.903,18.994,"6,359,808.00"
2019-09-12,120.0,121.38,117.6,120.85,"15,033,217",91.841,19.403,"6,496,896.00"
2019-09-16,120.79,120.95,116.18,117.9,"13,105,546",89.599,18.929,"6,338,304.00"
2019-09-17,117.0,117.76,113.11,116.19,"14,335,892",88.3,18.655,"6,246,374.40"
2019-09-18,116.57,116.57,108.28,110.09,"21,796,188",83.664,17.675,"5,918,438.40"
2019-09-19,110.92,112.78,109.5,112.31,"14,203,319",85.351,18.032,"6,037,785.60"
2019-09-20,112.8,112.8,109.0,110.7,"12,694,887",84.128,17.773,"5,951,232.00"
2019-09-23,109.01,113.5,107.5,111.9,"14,674,573",85.04,17.966,"6,015,744.00"
2019-09-24,112.75,116.0,110.01,111.7,"18,306,737",84.888,17.934,"6,004,992.00"
2019-09-25,109.0,109.89,104.81,105.19,"17,841,580",79.94,16.889,"5,655,014.40"
2019-09-26,103.86,105.65,99.8,101.5,"16,885,364",77.136,16.296,"5,456,640.00"
2019-09-27,102.4,102.66,100.5,102.01,"10,415,787",77.524,16.378,"5,484,057.60"
2019-09-30,101.3,103.0,98.9,99.2,"11,050,635",75.388,15.927,"5,332,992.00"
2019-10-08,101.0,102.3,99.59,99.74,"10,313,140",75.799,16.014,"5,362,022.40"
2019-10-09,99.0,101.78,97.02,101.61,"9,360,997",77.22,16.314,"5,462,553.60"
2019-10-10,101.99,103.07,99.8,102.46,"13,856,608",77.866,16.45,"5,508,249.60"
2019-10-11,102.98,110.8,101.23,107.37,"21,359,826",81.597,17.239,"5,772,211.20"
2019-10-14,110.1,111.5,107.0,107.2,"18,318,201",81.468,17.211,"5,763,072.00"
2019-10-15,105.5,106.48,99.85,100.28,"15,141,373",76.209,16.1,"5,391,052.80"
2019-10-16,100.5,101.86,99.13,99.2,"8,575,647",75.388,15.927,"5,332,992.00"
2019-10-17,99.0,100.79,98.88,100.09,"5,400,459",76.065,16.07,"5,380,838.40"
2019-10-18,100.1,101.7,96.99,97.94,"9,419,022",74.431,15.725,"5,265,254.40"
2019-10-21,97.03,97.03,93.44,96.22,"10,608,334",73.124,15.449,"5,172,787.20"
2019-10-22,96.19,98.9,95.33,98.86,"9,345,307",75.13,15.872,"5,314,713.60"
2019-10-23,98.98,99.3,96.5,96.85,"7,083,127",73.602,15.55,"5,206,656.00"
2019-10-24,97.4,98.97,96.0,98.0,"7,877,567",74.476,15.734,"5,268,480.00"
2019-10-25,97.88,100.78,96.03,100.11,"10,873,448",76.08,16.073,"5,381,913.60"
2019-10-28,106.0,107.99,102.68,105.57,"23,508,878",73.349,15.973,"5,675,443.20"
2019-10-29,104.0,104.0,98.96,99.0,"15,332,271",68.785,14.979,"5,322,240.00"
2019-10-30,98.0,98.65,96.5,97.76,"7,771,195",67.923,14.791,"5,255,577.60"
2019-10-31,97.81,98.87,96.92,97.21,"5,928,035",67.541,14.708,"5,226,009.60"
2019-11-01,97.01,99.5,96.75,98.83,"7,020,620",68.666,14.953,"5,313,100.80"
2019-11-04,98.84,100.85,98.8,99.03,"7,958,049",68.805,14.983,"5,323,852.80"
2019-11-05,99.56,105.75,99.17,103.73,"18,445,127",72.071,15.694,"5,576,524.80"
2019-11-06,103.37,103.83,99.83,99.98,"11,681,613",69.466,15.127,"5,374,924.80"
2019-11-07,94.1,97.43,92.88,95.08,"18,085,006",66.061,14.385,"5,111,500.80"
2019-11-08,96.98,97.37,95.04,95.23,"8,439,818",66.165,14.408,"5,119,564.80"
2019-11-11,94.0,95.64,93.34,94.3,"5,759,454",65.519,14.267,"5,069,568.00"
2019-11-12,94.29,94.99,92.34,94.98,"6,540,753",65.992,14.37,"5,106,124.80"
2019-11-13,94.97,95.26,94.04,94.64,"4,076,992",65.755,14.319,"5,087,846.40"
2019-11-14,95.2,95.5,93.8,94.5,"6,325,281",65.658,14.298,"5,080,320.00"
2019-11-15,94.5,94.95,92.81,93.17,"5,954,390",64.734,14.096,"5,008,819.20"
2019-11-18,92.55,96.55,92.3,95.35,"7,989,176",66.249,14.426,"5,126,016.00"
2019-11-19,95.3,97.65,94.83,97.2,"8,791,437",67.534,14.706,"5,225,472.00"
2019-11-20,97.5,97.84,95.69,95.7,"6,368,265",66.492,14.479,"5,144,832.00"
2019-11-21,95.1,96.7,94.49,94.92,"4,741,153",65.95,14.361,"5,102,899.20"
2019-11-22,94.94,97.79,94.55,95.27,"8,076,098",66.193,14.414,"5,121,715.20"
2019-11-25,94.8,95.26,92.1,92.93,"6,242,770",64.567,14.06,"4,995,916.80"
2019-11-26,93.27,93.63,90.41,92.0,"7,826,715",63.921,13.919,"4,945,920.00"
2019-11-27,91.36,92.49,90.29,91.15,"4,082,668",63.33,13.791,"4,900,224.00"
2019-11-28,91.24,92.35,91.02,91.46,"3,130,881",63.546,13.838,"4,916,889.60"
2019-11-29,91.51,92.5,90.75,91.24,"6,087,693",63.393,13.804,"4,905,062.40"
2019-12-02,92.35,94.66,91.53,91.95,"9,298,311",63.886,13.912,"4,943,232.00"
2019-12-03,91.0,91.88,88.21,91.0,"9,084,328",63.226,13.768,"4,892,160.00"
2019-12-04,88.5,90.5,88.5,89.9,"4,712,427",62.462,13.602,"4,833,024.00"
2019-12-05,89.75,95.49,89.75,94.84,"14,700,338",65.894,14.349,"5,098,598.40"
2019-12-06,94.9,97.65,94.12,97.1,"13,618,059",67.465,14.691,"5,220,096.00"
2019-12-09,98.5,99.66,96.82,97.6,"11,226,980",67.812,14.767,"5,246,976.00"
2019-12-10,97.53,99.59,96.53,98.9,"8,449,391",68.715,14.963,"5,316,864.00"
2019-12-11,98.5,102.5,98.4,100.04,"11,788,690",69.507,15.136,"5,378,150.40"
2019-12-12,100.0,100.77,98.0,98.97,"7,937,403",68.764,14.974,"5,320,627.20"
2019-12-13,103.04,108.87,102.1,108.87,"25,305,773",75.642,16.472,"5,852,851.20"
2019-12-16,109.0,115.58,106.0,114.03,"25,671,163",79.227,17.253,"6,130,252.80"
2019-12-17,113.8,123.8,111.8,113.03,"24,619,615",78.533,17.101,"6,076,492.80"
2019-12-18,114.0,116.46,112.6,113.23,"15,254,893",78.672,17.132,"6,087,244.80"
2019-12-19,113.29,114.3,109.8,112.5,"14,874,589",78.164,17.021,"6,048,000.00"
2019-12-20,112.99,115.32,111.05,111.36,"13,214,151",77.372,16.849,"5,986,713.60"
2019-12-23,108.92,111.99,105.1,105.16,"15,792,365",73.065,15.911,"5,653,401.60"
2019-12-24,106.88,107.18,105.06,106.57,"7,865,247",74.044,16.124,"5,729,203.20"
2019-12-25,106.0,108.07,104.55,105.1,"11,456,331",73.023,15.901,"5,650,176.00"
2019-12-26,105.95,110.18,104.35,109.8,"12,788,596",76.288,16.613,"5,902,848.00"
2019-12-27,109.71,110.98,103.69,104.75,"18,077,232",72.78,15.849,"5,631,360.00"
2019-12-30,102.5,112.47,101.3,111.28,"19,539,387",77.317,16.836,"5,982,412.80"
2019-12-31,109.5,111.0,107.71,109.11,"9,636,131",75.809,16.508,"5,865,753.60"
2020-01-02,113.11,115.8,110.17,112.33,"18,633,102",78.046,16.995,"6,038,860.80"
2020-01-03,112.04,114.42,111.0,111.25,"9,982,633",77.296,16.832,"5,980,800.00"
2020-01-06,110.0,119.04,108.21,114.79,"16,853,673",79.755,17.368,"6,171,110.40"
2020-01-07,115.39,116.83,113.11,114.89,"10,955,095",79.825,17.383,"6,176,486.40"
2020-01-08,113.0,113.7,108.1,109.41,"12,877,977",76.017,16.554,"5,881,881.60"
2020-01-09,111.77,114.86,111.0,111.77,"11,284,413",77.657,16.911,"6,008,755.20"
2020-01-10,114.49,114.98,110.77,111.81,"8,322,745",77.685,16.917,"6,010,905.60"
2020-01-13,111.6,113.49,109.51,113.42,"10,203,449",78.804,17.16,"6,097,459.20"
2020-01-14,113.9,114.5,110.41,110.85,"9,376,119",77.018,16.771,"5,959,296.00"
2020-01-15,110.45,111.32,108.34,109.82,"9,361,488",76.302,16.616,"5,903,923.20"
2020-01-16,109.99,110.5,108.6,108.96,"5,466,384",75.705,16.485,"5,857,689.60"
2020-01-17,109.89,112.78,109.5,110.69,"9,828,403",76.907,16.747,"5,950,694.40"
2020-01-20,110.73,113.0,108.98,112.42,"8,245,174",78.109,17.009,"6,043,699.20"
2020-01-21,112.0,112.4,108.86,109.34,"8,328,702",75.969,16.543,"5,878,118.40"
2020-01-22,108.16,112.44,106.04,111.69,"11,138,413",77.602,16.899,"6,004,454.40"
2020-01-23,110.99,113.88,106.88,109.05,"11,757,154",75.767,16.499,"5,862,528.00"
2020-02-03,98.15,98.15,98.15,98.15,"2,076,800",68.194,14.85,"5,276,544.00"
2020-02-04,91.0,99.66,91.0,97.73,"17,384,185",67.902,14.786,"5,253,964.80"
2020-02-05,98.48,104.11,97.19,99.6,"13,480,499",69.201,15.069,"5,354,496.00"
2020-02-06,99.0,105.1,98.31,103.72,"15,686,378",72.064,15.693,"5,575,987.20"
2020-02-07,102.2,106.5,102.15,104.69,"10,385,605",72.738,15.839,"5,628,134.40"
2020-02-10,103.48,106.71,103.25,104.78,"10,070,057",72.801,15.853,"5,632,972.80"
2020-02-11,105.33,106.4,103.88,104.0,"7,313,282",72.259,15.735,"5,591,040.00"
2020-02-12,103.55,111.8,103.01,109.59,"17,539,815",76.142,16.581,"5,891,558.40"
2020-02-13,109.55,112.08,106.33,110.0,"13,734,030",76.427,16.643,"5,913,600.00"
2020-02-14,109.21,121.0,109.0,118.9,"25,740,094",82.611,17.989,"6,392,064.00"
2020-02-17,121.44,130.0,118.98,127.54,"22,989,009",88.614,19.297,"6,856,550.40"
2020-02-18,125.0,127.5,121.66,123.15,"15,149,840",85.564,18.632,"6,620,544.00"
2020-02-19,122.0,126.8,121.0,121.46,"15,052,619",84.39,18.377,"6,529,689.60"
2020-02-20,121.58,133.61,120.46,133.61,"17,338,553",92.831,20.215,"7,182,873.60"
2020-02-21,140.0,146.97,138.0,146.97,"26,428,537",102.114,22.236,"7,901,107.20"
2020-02-24,144.0,149.8,142.94,147.32,"22,032,702",102.357,22.289,"7,919,923.20"
2020-02-25,141.0,147.0,133.9,146.0,"24,917,410",87.437,19.671,"7,848,960.00"
2020-02-26,142.0,143.0,131.4,131.4,"20,230,862",78.693,17.704,"7,064,064.00"
2020-02-27,133.28,139.99,131.06,134.22,"22,123,599",80.382,18.084,"7,215,667.20"
2020-02-28,125.88,130.48,121.69,123.49,"20,899,778",73.956,16.638,"6,638,822.40"
2020-03-02,128.0,132.9,125.08,131.0,"17,469,842",78.453,17.65,"7,042,560.00"
2020-03-03,135.0,139.8,129.38,130.17,"20,289,286",77.956,17.538,"6,997,939.20"
2020-03-04,129.82,134.98,127.02,133.5,"17,464,694",79.951,17.987,"7,176,960.00"
2020-03-05,136.36,140.57,130.8,135.56,"21,870,638",81.184,18.265,"7,287,705.60"
2020-03-06,131.0,132.96,128.2,129.22,"14,791,211",77.387,17.41,"6,946,867.20"
2020-03-09,122.76,125.5,119.2,120.6,"15,696,649",72.225,16.249,"6,483,456.00"
2020-03-10,122.0,127.46,118.5,126.24,"17,247,999",75.603,17.009,"6,786,662.40"
2020-03-11,125.87,126.65,121.92,122.14,"10,809,922",73.147,16.457,"6,566,246.40"
2020-03-12,119.85,122.98,118.0,119.73,"11,056,629",71.704,16.132,"6,436,684.80"
2020-03-13,112.55,120.89,112.0,118.12,"15,467,674",70.74,15.915,"6,350,131.20"
2020-03-16,118.17,118.2,108.1,109.84,"14,504,543",65.781,14.799,"5,904,998.40"
2020-03-17,113.8,114.01,106.8,112.3,"13,147,386",67.254,15.131,"6,037,248.00"
2020-03-18,113.78,115.41,108.88,109.0,"12,535,649",65.278,14.686,"5,859,840.00"
2020-03-19,110.08,114.41,105.01,113.23,"16,389,225",67.811,15.256,"6,087,244.80"
2020-03-20,114.92,115.02,110.88,113.0,"10,362,404",67.673,15.225,"6,074,880.00"
2020-03-23,108.0,110.93,107.18,108.01,"8,569,686",64.685,14.553,"5,806,617.60"
2020-03-24,111.69,114.5,108.11,113.95,"11,604,873",68.242,15.353,"6,125,952.00"
2020-03-25,117.88,118.13,113.51,114.16,"16,103,326",68.368,15.381,"6,137,241.60"
2020-03-26,112.17,112.99,110.89,111.0,"8,194,089",66.476,14.956,"5,967,360.00"
2020-03-27,113.01,113.9,110.05,111.64,"9,334,203",66.859,15.042,"6,001,766.40"
2020-03-30,109.0,110.0,107.0,108.98,"8,049,079",65.266,14.683,"5,858,764.80"
2020-03-31,110.09,110.82,108.21,108.6,"5,996,152",65.038,14.632,"5,838,336.00"
2020-04-01,108.0,111.0,108.0,108.81,"6,566,266",65.164,14.661,"5,849,625.60"
2020-04-02,107.51,113.05,107.0,113.02,"9,251,301",67.685,17.197,"6,075,955.20"
2020-04-03,111.7,112.85,109.4,109.96,"7,283,066",65.853,16.732,"5,911,449.60"
2020-04-07,113.95,114.77,112.51,113.59,"11,309,360",68.027,17.284,"6,106,598.40"
2020-04-08,112.0,113.5,111.65,112.58,"6,420,952",67.422,17.13,"6,052,300.80"
2020-04-09,114.55,123.84,114.55,123.84,"28,506,019",74.165,18.844,"6,657,638.40"
2020-04-10,122.18,122.5,114.45,116.24,"24,028,793",69.614,17.687,"6,249,062.40"
2020-04-13,113.04,118.75,111.55,118.4,"12,668,906",70.907,18.016,"6,365,184.00"
2020-04-14,117.0,121.2,117.0,119.86,"13,241,244",71.782,18.238,"6,443,673.60"
2020-04-15,118.57,119.69,115.8,116.62,"8,954,008",69.841,17.745,"6,269,491.20"
2020-04-16,115.01,118.48,115.01,117.0,"7,354,875",70.069,17.803,"6,289,920.00"
2020-04-17,117.5,120.41,117.39,117.91,"10,989,127",70.614,17.941,"6,338,841.60"
2020-04-20,117.0,120.3,117.0,119.13,"7,292,629",71.345,18.127,"6,404,428.80"
2020-04-21,117.11,118.0,114.85,116.11,"7,553,440",69.536,17.667,"6,242,073.60"
2020-04-22,114.97,116.25,114.02,115.9,"5,985,168",69.41,17.635,"6,230,784.00"
2020-04-23,116.18,116.18,113.76,113.94,"5,908,328",68.236,17.337,"6,125,414.40"
2020-04-24,113.69,114.39,110.02,110.58,"7,847,652",66.224,16.826,"5,944,780.80"
2020-04-27,111.0,112.9,110.0,111.5,"5,728,701",66.775,16.966,"5,994,240.00"
2020-04-28,113.69,115.1,110.85,112.99,"9,104,034",65.73,18.913,"6,074,342.40"
2020-04-29,112.07,115.78,112.07,113.91,"6,654,475",66.266,19.067,"6,123,801.60"
2020-04-30,115.21,120.2,115.2,119.45,"14,127,502",69.488,19.994,"6,421,632.00"
2020-05-06,117.0,121.38,116.32,121.23,"10,826,077",70.524,20.292,"6,517,324.80"
2020-05-07,121.8,121.8,118.65,118.79,"7,681,975",69.104,19.884,"6,386,150.40"
2020-05-08,120.8,124.15,119.6,120.52,"12,999,450",70.111,20.173,"6,479,155.20"
2020-05-11,120.86,121.81,117.66,119.07,"9,006,855",69.267,19.931,"6,401,203.20"
2020-05-12,119.45,119.98,117.17,119.3,"5,120,128",69.401,19.969,"6,413,568.00"
2020-05-13,119.0,121.5,118.07,120.25,"6,080,486",69.954,20.128,"6,464,640.00"
2020-05-14,119.5,119.58,117.03,117.6,"6,831,081",68.412,19.685,"6,322,176.00"
2020-05-15,118.3,119.13,116.77,117.88,"6,430,837",68.575,19.731,"6,337,228.80"
2020-05-18,117.01,118.88,115.77,117.13,"6,667,066",68.139,19.606,"6,296,908.80"
2020-05-19,118.98,120.5,117.48,117.78,"8,081,271",68.517,19.715,"6,331,852.80"
2020-05-20,117.49,117.65,115.23,115.66,"7,333,430",67.284,19.36,"6,217,881.60"
2020-05-21,116.0,116.5,112.64,112.81,"7,406,482",65.626,18.883,"6,064,665.60"
2020-05-22,112.81,114.39,111.0,111.1,"6,112,839",64.631,18.597,"5,972,736.00"
2020-05-25,111.0,112.3,110.3,111.47,"3,646,698",64.846,18.659,"5,992,627.20"
2020-05-26,112.33,114.18,112.01,113.09,"5,790,910",65.789,18.93,"6,079,718.40"
