date,PE,PB,PS,open,high,low,close
2018-01-02 08:00:43,36.481,10.481,16.17,700.0,710.16,689.89,703.85
2018-01-03 08:00:43,37.104,10.66,16.446,701.5,721.4,699.74,715.86
2018-01-04 08:00:43,38.203,10.976,16.933,721.4,743.5,719.33,737.07
2018-01-05 08:00:43,38.27,10.995,16.963,741.0,746.03,728.22,738.36
2018-01-08 08:00:43,38.983,11.2,17.279,735.02,756.5,735.02,752.13
2018-01-09 08:00:43,40.559,11.653,17.977,752.21,783.0,752.21,782.52
2018-01-10 08:00:43,40.724,11.701,18.05,785.0,788.88,773.48,785.71
2018-01-11 08:00:43,40.159,11.538,17.8,787.0,788.0,772.0,774.81
2018-01-12 08:00:43,40.864,11.741,18.113,773.77,788.8,767.02,788.42
2018-01-15 08:00:43,40.706,11.695,18.043,793.46,799.06,779.02,785.37
2018-01-16 08:00:43,40.062,11.51,17.757,780.48,788.61,768.0,772.94
2018-01-17 08:00:43,38.766,11.138,17.182,770.0,774.0,738.51,747.93
2018-01-18 08:00:43,38.911,11.18,17.247,747.93,765.0,744.09,750.74
2018-01-19 08:00:43,38.882,11.171,17.234,752.9,758.9,739.02,750.18
2018-01-22 08:00:43,40.098,11.521,17.773,751.81,774.0,751.81,773.64
2018-01-23 08:00:43,40.106,11.523,17.776,777.81,780.0,768.6,773.78
2018-01-24 08:00:43,39.623,11.384,17.562,776.44,776.46,758.6,764.46
2018-01-25 08:00:43,39.866,11.454,17.67,761.0,776.0,751.0,769.16
2018-01-26 08:00:43,40.284,11.574,17.855,767.24,777.4,764.0,777.22
2018-01-29 08:00:43,38.164,10.965,16.916,778.76,779.67,735.0,736.32
2018-01-30 08:00:43,38.463,11.051,17.048,736.0,748.77,730.02,742.08
2018-01-31 08:00:43,39.627,11.385,17.564,739.0,771.71,739.0,764.54
2018-02-01 08:00:43,39.274,11.284,17.408,767.0,767.3,752.92,757.73
2018-02-02 08:00:43,38.375,11.026,17.009,752.22,753.23,725.0,740.4
2018-02-05 08:00:43,37.226,10.696,16.5,727.22,729.96,705.6,718.23
2018-02-06 08:00:43,36.741,10.556,16.285,703.0,722.6,703.0,708.86
2018-02-07 08:00:43,35.423,10.177,15.701,720.0,723.88,682.01,683.43
2018-02-08 08:00:43,36.333,10.439,16.104,682.2,718.0,682.2,700.99
2018-02-09 08:00:43,35.423,10.177,15.701,680.0,689.89,658.0,683.43
2018-02-12 08:00:43,36.151,10.387,16.023,691.0,705.5,685.2,697.48
2018-02-13 08:00:43,36.902,10.603,16.357,705.02,714.82,704.5,711.98
2018-02-14 08:00:43,37.238,10.699,16.505,720.0,720.0,712.22,718.45
2018-02-22 08:00:43,38.482,11.056,17.057,727.3,744.0,723.24,742.45
2018-02-23 08:00:43,38.483,11.057,17.057,747.0,756.56,737.0,742.48
2018-02-26 08:00:43,38.537,11.072,17.081,746.88,752.05,733.02,743.51
2018-02-27 08:00:43,38.25,10.99,16.954,749.0,756.0,737.22,737.98
2018-02-28 08:00:43,37.609,10.806,16.67,732.0,742.3,719.0,725.62
2018-03-01 08:00:43,38.457,11.049,17.046,728.0,746.85,723.77,741.97
2018-03-02 08:00:43,38.169,10.966,16.918,738.0,743.56,730.0,736.41
2018-03-05 08:00:43,37.324,10.724,16.543,738.18,742.0,717.03,720.11
2018-03-06 08:00:43,37.228,10.696,16.501,725.0,727.6,697.13,718.26
2018-03-07 08:00:43,36.802,10.574,16.312,715.0,724.0,708.99,710.04
2018-03-08 08:00:43,37.461,10.763,16.604,714.0,724.0,708.0,722.76
2018-03-09 08:00:43,37.743,10.844,16.729,727.55,732.57,723.5,728.2
2018-03-12 08:00:43,37.523,10.781,16.632,729.55,733.92,722.77,723.95
2018-03-13 08:00:43,36.818,10.578,16.319,723.0,726.6,710.0,710.35
2018-03-14 08:00:43,37.675,10.824,16.699,709.67,728.08,707.22,726.88
2018-03-15 08:00:43,38.69,11.116,17.149,728.02,747.0,728.02,746.47
2018-03-16 08:00:43,38.347,11.018,16.997,747.6,753.98,738.88,739.85
2018-03-19 08:00:43,39.053,11.221,17.31,743.97,753.99,739.0,753.48
2018-03-20 08:00:43,38.755,11.135,17.178,750.0,752.0,740.0,747.73
2018-03-21 08:00:43,38.458,11.05,17.046,750.11,753.11,740.0,742.0
2018-03-22 08:00:43,37.633,10.813,16.681,744.0,748.0,724.01,726.08
2018-03-23 08:00:43,36.855,10.589,16.335,701.0,723.49,700.08,711.06
2018-03-26 08:00:43,36.981,10.625,16.391,708.0,715.06,701.88,713.49
2018-03-27 08:00:43,37.046,10.644,16.42,723.0,725.88,704.0,714.74
2018-03-28 08:00:43,31.64,9.369,14.717,699.97,703.0,669.0,682.05
2018-03-29 08:00:43,31.967,9.466,14.869,682.2,697.85,658.41,689.1
2018-03-30 08:00:43,31.713,9.39,14.751,686.0,693.5,679.88,683.62
2018-04-02 08:00:43,31.548,9.341,14.674,680.0,691.0,674.11,680.06
2018-04-03 08:00:43,31.448,9.312,14.628,678.0,687.0,675.39,677.91
2018-04-04 08:00:43,32.195,9.533,14.975,682.0,700.43,680.38,694.01
2018-04-09 08:00:43,32.394,9.592,15.068,697.1,705.43,690.15,698.3
2018-04-10 08:00:43,32.845,9.726,15.277,704.8,708.5,698.46,708.02
2018-04-11 08:00:43,32.721,9.689,15.22,710.0,714.78,703.02,705.36
2018-04-12 08:00:43,32.204,9.536,14.979,704.0,706.88,692.22,694.2
2018-04-13 08:00:43,31.863,9.435,14.821,698.5,701.0,685.08,686.86
2018-04-16 08:00:43,31.609,9.36,14.703,680.58,686.85,677.0,681.38
2018-04-17 08:00:43,30.905,9.151,14.375,685.0,685.38,665.6,666.2
2018-04-18 08:00:43,30.415,9.006,14.147,671.0,671.0,645.0,655.64
2018-04-19 08:00:43,31.543,9.34,14.672,659.85,680.0,656.66,679.96
2018-04-20 08:00:43,31.093,9.207,14.463,681.0,694.0,668.23,670.26
2018-04-23 08:00:43,31.267,9.258,14.544,666.01,680.33,666.01,674.01
2018-04-24 08:00:43,32.003,9.476,14.886,676.0,693.5,675.0,689.88
2018-04-25 08:00:43,32.054,9.491,14.909,689.0,692.0,683.02,690.97
2018-04-26 08:00:43,31.463,9.316,14.635,692.0,692.28,673.0,678.23
2018-04-27 08:00:43,30.735,9.101,14.296,685.25,688.36,655.0,662.53
2018-05-02 08:00:43,28.474,8.393,13.45,660.0,668.99,645.06,667.83
2018-05-03 08:00:43,28.604,8.431,13.511,666.0,673.68,658.0,670.88
2018-05-04 08:00:43,28.262,8.33,13.35,670.98,674.83,660.57,662.87
2018-05-07 08:00:43,29.767,8.774,14.061,659.95,701.88,657.77,698.17
2018-05-08 08:00:43,30.222,8.908,14.275,698.03,712.13,698.03,708.83
2018-05-09 08:00:43,29.929,8.822,14.137,709.08,712.3,697.12,701.95
2018-05-10 08:00:43,30.45,8.975,14.383,703.5,716.0,703.5,714.19
2018-05-11 08:00:43,30.614,9.024,14.46,718.69,730.5,715.7,718.02
2018-05-14 08:00:43,31.654,9.33,14.952,724.0,743.0,724.0,742.41
2018-05-15 08:00:43,31.681,9.338,14.965,746.0,746.44,734.0,743.06
2018-05-16 08:00:43,31.317,9.231,14.793,740.0,745.66,733.28,734.52
2018-05-17 08:00:43,31.013,9.141,14.649,735.12,737.5,724.0,727.38
2018-05-18 08:00:43,31.522,9.291,14.889,723.99,741.0,721.19,739.32
2018-05-21 08:00:43,31.33,9.235,14.799,744.0,747.3,732.48,734.82
2018-05-22 08:00:43,31.533,9.294,14.894,735.22,739.84,730.02,739.57
2018-05-23 08:00:43,30.859,9.096,14.576,740.0,740.0,723.58,723.78
2018-05-24 08:00:43,30.502,8.991,14.408,720.0,728.66,713.0,715.4
2018-05-25 08:00:43,30.564,9.009,14.437,712.0,727.0,712.0,716.86
2018-05-28 08:00:43,31.568,9.305,14.911,718.0,740.66,715.12,740.4
2018-05-29 08:00:43,31.186,9.192,14.731,738.8,750.0,731.28,731.43
2018-05-30 08:00:43,30.948,9.122,14.619,727.22,737.3,720.05,725.87
2018-05-31 08:00:43,32.025,9.44,15.127,730.25,751.62,730.24,751.13
2018-06-01 08:00:43,31.769,9.364,15.006,751.13,754.98,738.76,745.11
2018-06-04 08:00:43,33.34,9.827,15.748,752.35,782.9,745.88,781.97
2018-06-05 08:00:43,33.6,9.904,15.871,786.5,794.7,777.23,788.05
2018-06-06 08:00:43,33.502,9.875,15.825,788.0,800.95,782.3,785.75
2018-06-07 08:00:43,33.298,9.815,15.728,789.98,795.55,778.9,780.97
2018-06-08 08:00:43,33.169,9.777,15.667,780.0,785.9,770.0,777.95
2018-06-11 08:00:43,33.074,9.749,15.623,776.05,786.0,768.33,775.73
2018-06-12 08:00:43,34.075,10.044,16.095,778.0,803.5,776.5,799.19
2018-06-13 08:00:43,33.697,9.932,15.917,800.0,802.62,788.88,790.33
2018-06-14 08:00:43,33.518,9.88,15.832,790.0,793.8,775.18,786.13
2018-06-15 08:00:43,32.972,11.277,15.574,773.2,778.58,769.1,773.33
2018-06-19 08:00:43,31.465,10.762,14.863,769.0,769.0,737.0,738.0
2018-06-20 08:00:43,32.556,11.135,15.378,741.0,765.0,741.0,763.59
2018-06-21 08:00:43,32.374,11.073,15.292,765.22,778.89,758.77,759.32
2018-06-22 08:00:43,32.682,11.178,15.437,754.0,767.0,750.0,766.53
2018-06-25 08:00:43,32.64,11.164,15.418,766.0,778.97,764.9,765.56
2018-06-26 08:00:43,32.182,11.007,15.201,765.31,769.88,747.0,754.8
2018-06-27 08:00:43,30.802,10.535,14.549,752.0,757.0,721.0,722.44
2018-06-28 08:00:43,30.311,10.367,14.318,714.0,719.0,697.0,710.93
2018-06-29 08:00:43,31.187,10.667,14.731,712.3,732.3,705.0,731.46
2018-07-02 08:00:43,30.338,10.377,14.33,734.52,739.33,703.0,711.55
2018-07-03 08:00:43,29.629,10.134,13.995,709.76,715.78,678.23,694.92
2018-07-04 08:00:43,29.458,10.076,13.914,692.0,700.0,688.0,690.91
2018-07-05 08:00:43,29.947,10.243,14.146,700.0,716.2,700.0,702.39
2018-07-06 08:00:43,30.447,10.414,14.382,707.0,720.93,699.26,714.12
2018-07-09 08:00:43,31.007,10.605,14.646,720.03,729.86,719.73,727.24
2018-07-10 08:00:43,30.944,10.584,14.616,729.0,731.5,713.33,725.76
2018-07-11 08:00:43,30.68,10.494,14.492,710.0,724.0,702.22,719.58
2018-07-12 08:00:43,31.446,10.756,14.853,718.0,741.17,718.0,737.54
2018-07-13 08:00:43,31.849,10.893,15.044,742.3,748.1,735.12,746.99
2018-07-16 08:00:43,32.177,11.005,15.199,752.3,764.11,751.03,754.68
2018-07-17 08:00:43,31.654,10.827,13.511,757.0,757.0,736.02,742.43
2018-07-18 08:00:43,31.442,10.754,13.42,742.43,749.69,735.0,737.44
2018-07-19 08:00:43,31.591,10.805,13.484,739.0,743.95,735.02,740.95
2018-07-20 08:00:43,31.599,10.808,13.487,741.5,743.13,728.0,741.13
2018-07-23 08:00:43,31.213,10.676,13.322,736.0,741.15,720.01,732.07
2018-07-24 08:00:43,31.781,10.87,13.565,732.68,747.3,723.0,745.4
2018-07-25 08:00:43,31.713,10.847,13.536,746.95,749.88,740.01,743.81
2018-07-26 08:00:43,31.364,10.728,13.387,748.9,748.9,734.23,735.62
2018-07-27 08:00:43,31.489,10.77,13.441,736.0,744.3,730.0,738.56
2018-07-30 08:00:43,30.664,10.488,13.088,738.9,740.66,715.0,719.21
2018-07-31 08:00:43,30.973,10.594,13.22,720.3,727.88,719.21,726.44
2018-08-01 08:00:43,30.482,10.426,13.011,731.4,732.3,714.11,714.94
2018-08-02 08:00:43,27.668,9.359,12.964,715.97,715.97,687.88,695.84
2018-08-03 08:00:43,26.998,9.132,12.65,695.0,695.0,676.2,678.99
2018-08-06 08:00:43,26.628,9.007,12.477,677.0,684.0,662.25,669.68
2018-08-07 08:00:43,27.288,9.23,12.786,672.3,687.83,662.02,686.28
2018-08-08 08:00:43,26.888,9.095,12.599,687.02,689.0,671.87,676.22
2018-08-09 08:00:43,27.511,9.306,12.89,671.0,694.5,670.12,691.88
2018-08-10 08:00:43,27.324,9.243,12.803,691.88,694.77,684.2,687.18
2018-08-13 08:00:43,27.007,9.135,12.655,683.0,683.0,666.68,679.22
2018-08-14 08:00:43,27.043,9.148,12.672,679.22,684.5,673.51,680.13
2018-08-15 08:00:43,26.354,8.915,12.349,679.8,680.0,661.0,662.8
2018-08-16 08:00:43,25.783,8.721,12.081,652.0,668.5,640.0,648.44
2018-08-17 08:00:43,25.243,8.539,11.828,657.5,657.5,630.01,634.86
2018-08-20 08:00:43,25.638,8.672,12.013,632.45,645.55,616.86,644.79
2018-08-21 08:00:43,26.7,9.031,12.511,647.0,672.3,647.0,671.49
2018-08-22 08:00:43,26.549,8.981,12.44,671.0,673.2,663.0,667.7
2018-08-23 08:00:43,26.649,9.014,12.487,671.7,678.5,665.18,670.21
2018-08-24 08:00:43,26.255,8.881,12.302,669.0,669.0,656.46,660.3
